,id,POI/street
25427,25427,rawak h/hulu merdeka sela no 2 sekadau hulu
25428,25428,aria putra/putra serua
25429,25429,sisil fashion/endro surabaya
25430,25430,haji joan ci/cipayung
25431,25431,aikmel kope/kope no 103-119 83653 aikmel
25432,25432,"klampis ngatun iii,/aulia residence toko-ho berkah"
25433,25433,jl.me taqwa krung km23/km23 muara batu
25434,25434,tanah tin iv 66 tanah tinggi 7 johar/johar baru
25435,25435,. 11 3d/landungsari gg. 11
25436,25436,bankalan rakyat indonesia alfamidi saimbang/palotot saim
25437,25437,apel viii/aulia 206 kuranji kuranji
25438,25438,palotot tuban/bengkel motorindo
25439,25439,toko-ho kuenak asoka/toddo palotot warung
25440,25440,pasir kaliki cih 6 40171 ci/cicendo
25441,25441,86 garden mulia mulia simolawang simokerto/
25442,25442,perumahan bumi asri cihanjuang/cihanjuang blok.b20
25443,25443,tawes pasar min/minggu pasar minggu
25444,25444,pisangan baru pisa baru ten 4 59 rt 3 rw 4 13110 matra/matraman
25445,25445,rumah autis/tinggarjaya o. sudiro
25446,25446,"cafetaria zaldi,/nilam kompleks"
25447,25447,kiospon aline/jendral sudirman
25448,25448,1a samaan kel./
25449,25449,taman pirus 21 pekayon jaya rt 5 rw 25/25 bekasi selatan
25450,25450,herdy m/motor
25451,25451,"ellmas collection/ac yani,"
25452,25452,"baliart primadona moneygram changer/dewi, sartika"
25453,25453,/
25454,25454,tamansari avo 8/permai tugusari
25455,25455,yeni gubernur gepruk/
25456,25456,biru laut 124 rt 5 11/11 jatinegara
25457,25457,kostrad asyita grahadika/cluster perwira no.278 44 garden jembatan 06
25458,25458,kapirno patti/
25459,25459,kpa regency kav 223 sendang mulyo tembalang se/semarang
25460,25460,gayatri motorindo residence/aulia 8 wafcai ( yayasan kursi roda)
25461,25461,wib mukti ii/ii jatiasih rt 2 17 jatiasih
25462,25462,"bakmi mie, kita/palotot tangga"
25463,25463,lempa boss_e selatan/cijerah 90971 pammana
25464,25464,nagri tengah lod 35 rt 6 rw 1 41114 purwa/purwakarta
25465,25465,muteran permata mulia/sadai bengkong
25466,25466,purwokerto plaza/
25467,25467,"jendral sudirman/aulia 7b thermo nielsen computer indonesia,"
25468,25468,kalijogo lor palotot rungkut/37 binexa mulia lor
25469,25469,sanggar de batavia/cluster tpa) imanueal no.278 52 rumah g cipedak jagakarsa
25470,25470,kios dedi tam/tambang tambang
25471,25471,borobudur palotot cibodas baruna./
25472,25472,perumahan arta bina ciherang/ciherang blok a3 no 8
25473,25473,"masuk mansion/aulia 53 mie, aceh siang malam"
25474,25474,ud.dua onih/babakanranji ciparay
25475,25475,pakis we/wetan vi 12-a rt 11 3
25476,25476,grandpa's allianz capital/
25477,25477,tanj mas ud sela/selaparang mayura cakranegara
25478,25478,angg raya 6 4 kima atas ma/mapanget
25479,25479,toko-ho kacamata glori/h. ibrahim adjie
25480,25480,dha p 17 se/semanan rt 10 12 kalideres
25481,25481,gangsar jayalas ll/alang alang polda kel. alang-alang polda
25482,25482,"fhm cellular/halimiyah perdana, kebonsari besar"
25483,25483,wasiat fam's pradana/
25484,25484,mbah murs leran se/senori
25485,25485,"aulia hotel homestay komputer,/"
25486,25486,"jayalas mandiri, motorindo dr. muwa/"
25487,25487,bima no 159/159 sidorahayu wagir
25488,25488,payman prasindo xiv/
25489,25489,gubeng kerta ix/ix raya 66 5
25490,25490,grha central 21 bestari/usman jafar
25491,25491,152 hegarmanah cidadap/
25492,25492,rusun cipinang besar selatan/selatan blok b 218 rt 16 rw 05 cipinang besar selatan
25493,25493,ciwaringin kartika/garden residence binexa residence 16124
25494,25494,turirejo sum suko 62/62 lawang
25495,25495,mesjid si'un/residence garden residence cijerah cipayung
25496,25496,"gutomo karanganyar,/"
25497,25497,kalideres baliart mulia/terminal garden cijerah mulia kalideres
25498,25498,apartemen casablanca/casablanca mansion 18#15 jl. casablanca kav 9 rt 14 rw 5
25499,25499,alamat : btn kolam/kolam blok b no 11 kel desa : doyo baru
25500,25500,salon angky poros kedoya/
25501,25501,sd negeri cantrawayang/
25502,25502,jembatan phoneshop/
25503,25503,kranggan ll/23b malaysian sahari sel. garden mulia cijerah kemayoran
25504,25504,kepahy tabam/bunderan rambut arjun
25505,25505,"fikri agency/ac yani,"
25506,25506,masjid mukmin darul bangka jayalas/rancamahi bungurmekar
25507,25507,"mie, aceh rizky makmur/besar marelan aulia 20 medan amplas"
25508,25508,jombang wetan/wetan mang 36 jombang
25509,25509,muam iv cipedak rt 2 3 jaga/jagakarsa
25510,25510,makamhaji papagan 70/70 kartasura
25511,25511,kom suda sungai jawi luar/luar pontianak barat
25512,25512,bintara jaya gg. h kont rt 1 1/1 bekasi barat
25513,25513,/
25514,25514,ter sapi lubuk s/sakai
25515,25515,anggur i 20 cipete selatan 6 cil/cilandak
25516,25516,raya pisa satriajaya tam/tambun utara
25517,25517,"ekspedisindo utama, sebelah/terusan jakarta"
25518,25518,ud susana pejaten/
25519,25519,"palapa iii,/kebonsari jeruksari"
25520,25520,kuning bambu palotot/aulia residence kuning bambu sel. garden permai terminal palmerah
25521,25521,kembangan utara pulau/pulau pari i 30 rt 10 9 kembangan
25522,25522,abim raya 40 rt 2 15 bantar/bantarjati
25523,25523,perumahan golden landono lebak b48/tamansari baloi
25524,25524,tamansari kanak - kanak (tk) tabita/limus nunggal
25525,25525,bojonggede rt 3/21 bojonggede rt 3 rw 4 bojonggede
25526,25526,kampung cibogo/cibogo masjid rt rw 02 03 desa ciseeng
25527,25527,johar baruna. cijerah/johar baruna. kel. johar baruna.
25528,25528,"raden saleh,/53 potrobangsan magelang podomoro"
25529,25529,toko-ho pojok/
25530,25530,raya gun/gun putri 93 gunung putri gunung putri
25531,25531,9 rt 6 2/hijau v no 99 rt 6 27
25532,25532,srikandi salon/masuk surabi tirta.
25533,25533,"tamansari ministry indonesia, unter parkir podomoro/sukabi panggung candiloka bentar kiospon souvenir pu residence"
25534,25534,surabaya keramik/teungoh chikin's ditjen sukarame damai lueng batavia
25535,25535,bukit apit puhun jl. laku lapau/lapau batu bukit apit puhun rt 3 rw 3 guguk panjang (guguak panjang)
25536,25536,poltektrans sdp palembang/cluster sabar jayalas no.116
25537,25537,perumahan wahana cikarang/cikarang blok a12 no 12 cikarang selatan
25538,25538,edel ii/ii ujung menteng cakung
25539,25539,utan kayu selatan/selatan galur sari 134a 1 matraman
25540,25540,tb sim/sim pasar minggu 8
25541,25541,"stasiun kemiri, timur garden permai binexa residence/plaza lapangan kemiri,"
25542,25542,kebon pedes bubu gg. sami 5 rt 4/4 tanah sereal
25543,25543,muteran permata residence/sadai bengkong
25544,25544,taman raja 3 18/18 bojongsari
25545,25545,"gubernur gepruk/apotek plaza danone babyshop shop, residence"
25546,25546,gg. damai i cipinang muara/muara jatinegara
25547,25547,apotek syai farma aroe rappo/rappocini
25548,25548,damar laras cipta pt/laras cipta pt rw 2 pulo kebayoran baru
25549,25549,solihul bilad/tubagus ismail
25550,25550,village pulsa jateng/gatot subroto
25551,25551,i gusti ngu rai tawanjuka/tawanjuka palu selatan
25552,25552,asuransi aryono bumiputera/jaksa tangsi supriadi
25553,25553,caturindo tunggal laboratorium sejati. fis uny/karangmalang aulia rt04rw05 residence 55598
25554,25554,masjid senen jambearum rt1 mulia/stasiun kadumanggu
25555,25555,stasiun mugaro ll/pisangan warung pulorejo gadung
25556,25556,palotot ampera/103 karangtengah ampelgading
25557,25557,aulia 31 aryate makmurs sebelah/zahvirana rengas julukanaya
25558,25558,/
25559,25559,sukamandijaya residence/cibeunying timur
25560,25560,kunciran jaya rt 1 rw/jaya rt 1 rw 2 pinang (penang)
25561,25561,dr. makassar palotot/aulia 41a kompleks
25562,25562,servis buana handara. sebelah h. o. s. cokroaminoto/aulia 196 80125
25563,25563,rumah laundry/dr. cipto mangunk
25564,25564,osaka ohsho/prajurit kko usman danone harun
25565,25565,bojong kulur vila nusa indah 19 16969 gunung/gunung putri
25566,25566,sd lapangan jembatan fajar baruna./mandiri jayalas
25567,25567,gondang gg./gg. mas 96 51181 wonopringgo
25568,25568,sungai pinang/pinang dalam keb 77 75242 sungai pinang
25569,25569,arif rah hakim/hakim beji beji
25570,25570,tamansari pendidikan mukmin qur'an ziyadatul karomah/
25571,25571,tpu stasiun lawangrejo/
25572,25572,rumah makan mimosa/40531 cimahi sel.
25573,25573,ciburuy palotot cianjur bandung/87 40553 padalarang
25574,25574,bengkel ac mobilindo/mayjend sunggal
25575,25575,besar sidam/sidam bank sumut
25576,25576,grha lpfk surakarta/cluster kolonel sutarto komplek rc
25577,25577,jambu permai/a5 grogol limolas
25578,25578,tati darwati ponsel/
25579,25579,mes me/melayu singkawang barat
25580,25580,0 duren sawit rt/sawit rt 6 7 duren sawit
25581,25581,perum sin asri/asri kartasura
25582,25582,"taman e. sumawijaya. gardenia hills/lebak b2 no.13 (belok kiri, sebelum mushola)"
25583,25583,di depan gor setu cipayung (mama n/nanda) nomor rumah : 13.
25584,25584,pasar baru timur no 1c  pasar tikungan pinggir/pinggir kali
25585,25585,marein bandar wolter place/lt residence cardea pilates baru jembatan wolter monginsidi aulia 63b
25586,25586,ateuk pahlawan medan - banda aceh/49 23127 hikmah
25587,25587,kebonsari jatirejo blok a/
25588,25588,finers logistics/
25589,25589,jaticempaka perm timur no 7 17411/17411 pondok gede
25590,25590,"mie, ayam, pakcik brewok/"
25591,25591,nn 10 ci/cipondoh
25592,25592,ngadirejo keden 39/39 kartasura
25593,25593,batubulan gg. pipit xii 7 80237/80237 sukawati
25594,25594,oti ii 33 rt 3 9 kampung melayu/3 9 kampung melayu jatinegara
25595,25595,sdn paron/jln.raya madiun no.1 ds.paron
25596,25596,jl palapa 8 ./. perumahan palapa 8 residence no.6 kec kedaton
25597,25597,lianis hidayah lines. sumberjo/
25598,25598,jl. tar/tar raya ruko 6 pantai makmur tarumajaya
25599,25599,nurika fadillah/bri wuruk
25600,25600,toko-ho taslim rambutan/consul palotot baturiti ampar
25601,25601,kank sepeda juice/lingkuang aua
25602,25602,puskesmas pemb cikarang/cikarang kota sir no b9 10 17530 cikarang utara
25603,25603,idm tx9r fatmasari/rs fatmasari
25604,25604,aarcpulau galeri/
25605,25605,gg. k/kakak tua surokidul pagerbarang
25606,25606,tamansari caribbean lebak i22 ngadiluwih 11 citratama palotot/bunderan mulia
25607,25607,sutapranan proj 1 no 30 52192/52192 dukuhturi
25608,25608,kamp ngadiwi/ngadiwi masjid al-hidayah
25609,25609,"arief, rachman, hakim/"
25610,25610,ment 10 7/7 menteng
25611,25611,"mie, bakso/gatot subroto"
25612,25612,jorongkodra pesona rupih kenagarian simalanggang/sukabi musola mukmin muraqabah salo
25613,25613,/
25614,25614,cahaya motorindo toko-ho/puskemas baruna.
25615,25615,musholla mukmin ihk/pendidikan cilebut plaza
25616,25616,keba vi/06 kotalama kedungkandang
25617,25617,32 binexa residence/
25618,25618,jatirejo palotot/57 toko-ho aneka binexa mulia srondol vi
25619,25619,yos suda 159a rt 5 4/4 rawabadak utara koja
25620,25620,kartini jend. ahmad yani 38 21411/21411 rantau utara
25621,25621,hendrik kemuliaan/18-6 garden residence mulia gambir
25622,25622,kluwut raya/raya pant 17 bulakamba
25623,25623,lor persada/persada no 265
25624,25624,/
25625,25625,"toko-ho serbaguna 45000/bungalow tomohon sungaipenuh keledang food, sasak"
25626,25626,"f, & f, komplek/bri wuruk maphar"
25627,25627,perumahan grlya mandiri/aulia agency safa real villas lebak b-05
25628,25628,ekspedisi pt fardana berlian papua pantai mentari jl. abdul latif/latif blok b no 28 kenjeran
25629,25629,tengkerang labuai muteran murai/rajo palotot
25630,25630,stasiun umariah/ciwaduk cilegon
25631,25631,uks s/smas muhammadiyah kebu
25632,25632,malang ll/79 malaka sarimin garden 11 binexa kompleks duren sawitindo
25633,25633,raya pran 60 dadap ko/kosambi
25634,25634,/
25635,25635,wono lor baru/baru gang viii no 8 rw 14 wonokusumo kel.
25636,25636,bhayangkara residence/gianyar kel. gianyar
25637,25637,"h, rean/aulia 25 kedai_lee santai"
25638,25638,tole iska 8a tirtajaya/tirtajaya kel.
25639,25639,man - bit sagerat weru satu ma/sagerat weru satu matuari (bitung barat)
25640,25640,mayor kusmiati/aulia 41 warung makan
25641,25641,"grandpa's verona regency, (utara terminal bunder) trieste/lebak f3 no.03"
25642,25642,baliart tropical h. o. s. cokr/aulia 208 80125
25643,25643,angg 8/8 cempaka baru rt 8 10 kemayoran
25644,25644,"29, garden 14 bontang podomoro/"
25645,25645,cipi lon i 3 cipinang rt 3 8/cipi
25646,25646,pagesangan timur i/i gusti jela gosa 51 mataram
25647,25647,atambua tehnik palotot cisoka adiyasa/46 solear
25648,25648,muteran h. jani/22 residence ciracas
25649,25649,garut - tas/tas mangunreja mangunreja
25650,25650,pangk jati 2 84 rw 2 pang/pangkalan jati cinere
25651,25651,"ketapang besar/mulia garden residence residence semampir,"
25652,25652,/
25653,25653,"pawonnike seblak rumdin danone jus,/pelabuhanratu pelabuhan palabuhan ratutara"
25654,25654,empu tant/tant raya 3 bencongan indah kelapa dua
25655,25655,potong rambut kacong kelud/aulia 10a 65119
25656,25656,bengkel lasona haycal/perumahan yeyes lestari mulia
25657,25657,1 tamansari kelapa dasar luwuk/tiki jole motor
25658,25658,"srengseng joglo jembatan lapangan merah fullday truck.dki jakarta,/kuning jakarta, plaza"
25659,25659,rs. rscm p./p. dip senen
25660,25660,raya ked - ngan rt 4 11 kedung/kedungsari tarokan
25661,25661,gg. asem no 160 kebagusan rt 7 7/7 pasar minggu
25662,25662,muara baru/baru blok f no. 104 rt 16 rw 17
25663,25663,smasul negeri residence/sisilia manga
25664,25664,"rajo tanja muteran ix/11 garden 10, 10, bakmi"
25665,25665,cak cilin/cilin raya semper timur cilincing
25666,25666,"cluster jakarta, residence/kel. dulalowo"
25667,25667,teuku umariah/110 sukaramai hikmah
25668,25668,tegalsari sawah/
25669,25669,perum puri no 3 teluk tering batam/batam kota
25670,25670,jl. raya kali/kalijati barat perti kalijati
25671,25671,piesta tandjaya/27 karyabaru jasa bersalin cv palangka jekan palotot
25672,25672,sinarmas. pengetahuan cv/industry residence tanjungdalam priuk tanjungdalam priok
25673,25673,dinamika salon/worxop julukanaya
25674,25674,mes raya 5/5 kampung dalam senapelan
25675,25675,satelit padng da zulman/safa kendil kolam
25676,25676,"rr shop,/tukad batanghari aulia 98b"
25677,25677,"a. yani, loket pembayaran resmi/"
25678,25678,kebalen danau/danau pakis 2 5 babelan
25679,25679,bakti mulia kope nyi end geu klange/klangenan
25680,25680,"sumberagung motorindo/jendral ac yani, residence"
25681,25681,bader kalirejo/kalirejo bangil
25682,25682,malaka iv hb/iv hb rt013 006 no36 rorotan cilincing (deket rptra malaka asri)
25683,25683,cilame vimala ten/ten batujajar
25684,25684,rajo cem1m1 residence/bulusan kel.
25685,25685,cirebon perum. residence/lebak bulus kel.
25686,25686,kiwi city reklame & percetakan martabak marnian/kelapa dasar vi
25687,25687,"syakirin furniture,/rimbo tarok"
25688,25688,plumpang semoet/30 tugusari sel. garden mulia permai koja
25689,25689,pkbm at-taufiq/
25690,25690,carsurin sebelah/mappao bongaya
25691,25691,sekretariat pokcil kamti/merdeka teluk pucung
25692,25692,sury babakan pasar bogor tengah -/- kota
25693,25693,kedaleman pon cile/cile indah 6 42426 cibeber
25694,25694,lor lebak mulya no 104/104 kalidoni kalidoni
25695,25695,satelit kamboja bufat ambarruni/cepaka bugisan prambanan
25696,25696,gun s/sina 7 20238
25697,25697,semanan si/sikas hijau 1 rt 1 8
25698,25698,"ruko, plaza, de lumpia/lingling luar plaza"
25699,25699,suka jadi no 6 suka maju/maju medan johor
25700,25700,cluster griya unter lebak e10/cluster pesantren
25701,25701,may. jend suto gg. i 1 dauh puri kangin den/denpasar barat
25702,25702,stasiun krade/kradenan
25703,25703,ranotana weru/weru lin iii 5 wanea
25704,25704,raya duri kosa duri ko/kosambi
25705,25705,bima suci i keroncong/bima
25706,25706,.warung jengkol/jengkol rt02 013 no56
25707,25707,cahyo cetak sablon kober/aulia 36b
25708,25708,gang badak 22 su/sukaragam kel.
25709,25709,cempaka residence/aulia 72-64 jatikramat garden mulia mulia jatiasih
25710,25710,kebonsari palasari makasar/
25711,25711,perumahan pelabuhan ratutara/pelabuhan palabuhan ratutara
25712,25712,"aulia 46 masjid anyar, kel. buleleng/"
25713,25713,del iv teluk pucung/pucung bekasi utara
25714,25714,aswa equestrian sebelah/suryalaya sumatera sukajadi
25715,25715,promenade sarana gracia sebelah golun ll/
25716,25716,wast no 100 tamansari/tamansari bandung wetan
25717,25717,cma sebelah/kemala aulia 30 90112 kel. pandang
25718,25718,mutiara gading city/city cluster royal london j16 15
25719,25719,yanti fashion/panggang suryalaya
25720,25720,pan muti 16/16 pluit rt 11 16 penjaringan
25721,25721,sulung tangsi/aulia 6a kanimah indonesia sebelah
25722,25722,bengkel tunggal jayalas/
25723,25723,toko-ho masjid harapan/laksamana yoseph sudaryo
25724,25724,jl. raya paron ngawi di sebelah stasiun paron depan mebel sinar/sinar jati
25725,25725,gg. sari ii 136 sarijadi/sarijadi sukasari
25726,25726,toko-ho hj naningan/stasiun kalla
25727,25727,aulia 8 puskemas jero puskemas jero/
25728,25728,(aspol beskalan) jembatan beskalan aulia 116/garden mulia binexa mulia
25729,25729,bukit tung i no 194 kayuringin jaya rt 5 rw 11/rw 11 bekasi selatan
25730,25730,palotot boyola/
25731,25731,intimate mobile martabak/binexa cijerah kebayoran baruna.
25732,25732,sukarame nagara ministry marketplace/palotot sukana
25733,25733,"jatiluhur iii,/bencongan unter kel."
25734,25734,gedong raya tengah 12/12 pasar rebo
25735,25735,yamasqo building/cbd teras kuning
25736,25736,kudus men/menteng menteng
25737,25737,kedai_lee pakcik aceng/nyi ageng nissan
25738,25738,cibadak ciba 187 40241 as/astana anyar
25739,25739,batik cen manonjaya tamb braga sumur/sumur bandung
25740,25740,semarapura kelod kangin klungkung/
25741,25741,kuningan plaza/aulia 32 fm tours & travelindo
25742,25742,kalijogo baruna. warung ix/aulia residence paud sakinah masjid binexa residence
25743,25743,anda tanete riatt/riattang
25744,25744,32 masjid citraloka ll kel./
25745,25745,"ud.dua sinarmas. abadi,/"
25746,25746,pakcik pakcik/
25747,25747,muteran sriwijaya cijerah/sungaipenuh beliung pontianak plaza
25748,25748,"ma'sum ta hidayah,/"
25749,25749,roemah elemka debora sundari/aulia 21
25750,25750,purus ll/19 purus padangbujur plaza
25751,25751,elang 69 halim perdana ku/kusumah 10
25752,25752,segara village-desa segara/parfum sel.
25753,25753,bata 20/20 purwaharja purwaharja
25754,25754,kel kop 6 16/16 pondok kelapa rt 10 rw 7
